abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
['Torrent', 'Defiant'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;51;5120;70;314;45;53;1059860;4;53;Piplup;881;393;61;56;40;water;;52;4;0
['Torrent', 'Defiant'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;66;5120;70;405;45;68;1059860;8;64;Prinplup;881;394;81;76;50;water;;230;4;0
['Torrent', 'Defiant'];5;1;5;2;5;2;1;5;1;1;2;25;5;0;5;5;25;5;86;5120;70;530;45;88;1059860;17;84;Empoleon;881;395;111;101;60;water;steel;845;4;0
['Keen Eye', 'Reckless'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;55;3840;70;245;255;30;1059860;3;40;Starly;50;396;30;30;60;normal;flying;20;4;0
['Intimidate', 'Reckless'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;75;3840;70;340;120;50;1059860;6;55;Staravia;50;397;40;40;80;normal;flying;155;4;0
['Intimidate', 'Reckless'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;120;3840;70;485;45;70;1059860;12;85;Staraptor;50;398;50;60;100;normal;flying;249;4;0
['Simple', 'Unaware', 'Moody'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;45;3840;70;250;255;40;1000000;5;59;Bidoof;50;399;35;40;31;normal;;200;4;0
['Simple', 'Unaware', 'Moody'];1;1;1;2;1;2;5;1;0;2;1;5;1;1;1;1;5;5;85;3840;70;410;127;60;1000000;10;79;Bibarel;50;400;55;60;71;normal;water;315;4;0
['Shed Skin', 'Run Away'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;25;3840;70;194;255;41;1059860;3;37;Kricketot;50;401;25;41;25;bug;;22;4;0
['Swarm', 'Technician'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;85;3840;70;384;45;51;1059860;10;77;Kricketune;50;402;55;51;65;bug;;255;4;0
['Rivalry', 'Intimidate', 'Guts'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;65;5120;70;263;235;34;1059860;5;45;Shinx;50;403;40;34;45;electric;;95;4;0
['Rivalry', 'Intimidate', 'Guts'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;85;5120;100;363;120;49;1059860;9;60;Luxio;50;404;60;49;60;electric;;305;4;0
['Rivalry', 'Intimidate', 'Guts'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;120;5120;70;523;45;79;1059860;14;80;Luxray;50;405;95;79;70;electric;;420;4;0
['Natural Cure', 'Poison Point', 'Leaf Guard'];1;1;1;5;5;5;2;2;1;25;1;2;1;1;2;1;1;5;30;5120;70;280;255;35;1059860;2;40;Budew;50;406;50;70;55;grass;poison;12;4;0
['Natural Cure', 'Poison Point', 'Technician'];1;1;1;5;5;5;2;2;1;25;1;2;1;1;2;1;1;5;70;5120;70;515;75;65;1059860;9;60;Roserade;50;407;125;105;90;grass;poison;145;4;0
['Mold Breaker', 'Sheer Force'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;125;7680;70;350;45;40;600000;9;67;Cranidos;881;408;30;30;58;rock;;315;4;0
['Mold Breaker', 'Sheer Force'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;165;7680;70;495;45;60;600000;16;97;Rampardos;881;409;65;50;58;rock;;1025;4;0
['Sturdy', 'Soundproof'];5;1;5;1;5;4;1;25;1;1;4;5;25;0;5;5;1;2;42;7680;70;350;45;118;600000;5;30;Shieldon;881;410;42;88;30;rock;steel;570;4;0
['Sturdy', 'Soundproof'];5;1;5;1;5;4;1;25;1;1;4;5;25;0;5;5;1;2;52;7680;70;495;45;168;600000;13;60;Bastiodon;881;411;47;138;30;rock;steel;1495;4;0
['Shed Skin', 'Overcoat'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;29;3840;70;224;120;45;1000000;2;40;Burmy;50;412;29;45;36;bug;;34;4;0
['Anticipation', 'Overcoat'];2;1;1;5;1;5;4;4;1;25;25;2;1;2;1;2;1;5;69;3840;70;424;45;95;1000000;5;60;Wormadam;0;413;69;95;36;bug;grass;65;4;0
['Swarm', 'Tinted Lens'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;94;3840;70;424;45;50;1000000;9;70;Mothim;100;414;94;50;66;bug;flying;233;4;0
['Honey Gather', 'Hustle'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;30;3840;70;244;120;42;1059860;3;30;Combee;881;415;30;42;70;bug;flying;55;4;0
['Pressure', 'Unnerve'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;80;3840;70;474;45;102;1059860;12;70;Vespiquen;0;416;80;102;40;bug;flying;385;4;0
['Run Away', 'Pickup', 'Volt Absorb'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;45;2560;100;405;200;70;1000000;4;60;Pachirisu;50;417;45;90;95;electric;;39;4;0
['Swift Swim', 'Water Veil'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;65;5120;70;330;190;35;1000000;7;55;Buizel;50;418;60;30;85;water;;295;4;0
['Swift Swim', 'Water Veil'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;105;5120;70;495;75;55;1000000;11;85;Floatzel;50;419;85;50;115;water;;335;4;0
['Chlorophyll'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;35;5120;70;275;190;45;1000000;4;45;Cherubi;50;420;62;53;35;grass;;33;4;0
['Flower Gift'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;60;5120;70;450;75;70;1000000;5;70;Cherrim;50;421;87;78;85;grass;;93;4;0
['Sticky Hold', 'Storm Drain', 'Sand Force'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;48;5120;70;325;190;48;1000000;3;76;Shellos;50;422;57;62;34;water;;63;4;0
['Sticky Hold', 'Storm Drain', 'Sand Force'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;83;5120;70;475;75;68;1000000;9;111;Gastrodon;50;423;92;82;39;water;ground;299;4;0
['Technician', 'Pickup', 'Skill Link'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;100;5120;100;482;45;66;800000;12;75;Ambipom;50;424;60;66;115;normal;;203;4;0
['Aftermath', 'Unburden', 'Flare Boost'];25;2;1;2;1;0;1;1;2;5;0;2;0;5;1;2;1;1;50;7680;70;348;125;34;1640000;4;90;Drifloon;50;425;60;44;70;ghost;flying;12;4;0
['Aftermath', 'Unburden', 'Flare Boost'];25;2;1;2;1;0;1;1;2;5;0;2;0;5;1;2;1;1;80;7680;70;498;60;44;1640000;12;150;Drifblim;50;426;90;54;80;ghost;flying;150;4;0
['Run Away', 'Klutz', 'Limber'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;66;5120;0;350;190;44;1000000;4;55;Buneary;50;427;44;56;85;normal;;55;4;0
['Cute Charm', 'Klutz', 'Limber'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;136;5120;140;580;60;94;1000000;12;65;Lopunny;50;428;54;96;135;normal;;333;4;0
['Levitate'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;60;6400;35;495;45;60;800000;9;60;Mismagius;50;429;105;105;105;ghost;;44;4;0
['Insomnia', 'Super Luck', 'Moxie'];1;5;1;2;2;1;1;1;5;5;0;2;1;1;0;2;1;1;125;5120;35;505;30;52;1059860;9;100;Honchkrow;50;430;105;52;71;dark;flying;273;4;0
['Limber', 'Own Tempo', 'Keen Eye'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;5120;70;310;190;42;800000;5;49;Glameow;246;431;42;37;85;normal;;39;4;0
['Thick Fat', 'Own Tempo', 'Defiant'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;82;5120;70;452;75;64;800000;10;71;Purugly;246;432;64;59;112;normal;;438;4;0
['Levitate'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;30;6400;70;285;120;50;800000;2;45;Chingling;50;433;65;50;45;psychic;;6;4;0
['Stench', 'Aftermath', 'Keen Eye'];1;5;1;1;1;1;1;1;5;5;2;1;1;5;0;1;1;1;63;5120;70;329;225;47;1000000;4;63;Stunky;50;434;41;41;74;poison;dark;192;4;0
['Stench', 'Aftermath', 'Keen Eye'];1;5;1;1;1;1;1;1;5;5;2;1;1;5;0;1;1;1;93;5120;70;479;60;67;1000000;10;103;Skuntank;50;435;71;61;84;poison;dark;380;4;0
['Levitate', 'Heatproof', 'Heavy Metal'];1;2;5;1;5;1;2;5;2;5;2;5;5;0;25;5;5;1;24;5120;70;300;255;86;1000000;5;57;Bronzor;;436;24;86;23;steel;psychic;605;4;0
['Levitate', 'Heatproof', 'Heavy Metal'];1;2;5;1;5;1;2;5;2;5;2;5;5;0;25;5;5;1;89;5120;70;500;90;116;1000000;13;67;Bronzong;;437;79;116;33;steel;psychic;1870;4;0
['Sturdy', 'Rock Head', 'Rattled'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;80;5120;70;290;255;95;1000000;5;50;Bonsly;50;438;10;45;10;rock;;150;4;0
['Soundproof', 'Filter', 'Technician'];1;1;0;1;1;25;1;1;2;1;1;1;1;2;5;1;2;1;25;6400;70;310;145;45;1000000;6;20;Mime Jr.;50;439;70;90;60;psychic;fairy;130;4;0
['Natural Cure', 'Serene Grace', 'Friend Guard'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;5;10240;140;220;130;5;800000;6;100;Happiny;0;440;15;65;30;normal;;244;4;0
['Keen Eye', 'Tangled Feet', 'Big Pecks'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;65;5120;35;411;30;45;1059860;5;76;Chatot;50;441;92;42;91;normal;flying;19;4;0
['Pressure', 'Infiltrator'];1;1;1;1;2;0;1;1;1;1;1;1;0;5;0;1;1;1;92;7680;70;485;100;108;1000000;10;50;Spiritomb;50;442;92;108;35;ghost;dark;1080;4;0
['Sand Veil', 'Rough Skin'];1;1;2;0;2;1;5;1;1;1;1;4;1;5;1;5;1;1;70;10240;70;300;45;45;1250000;7;58;Gible;50;443;40;45;42;dragon;ground;205;4;0
['Sand Veil', 'Rough Skin'];1;1;2;0;2;1;5;1;1;1;1;4;1;5;1;5;1;1;90;10240;70;410;45;65;1250000;14;68;Gabite;50;444;50;55;82;dragon;ground;560;4;0
['Sand Veil', 'Rough Skin'];1;1;2;0;2;1;5;1;1;1;1;4;1;5;1;5;1;1;170;10240;70;700;45;115;1250000;19;108;Garchomp;50;445;120;95;92;dragon;ground;950;4;0
['Pickup', 'Thick Fat', 'Gluttony'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;10240;70;390;50;40;1250000;6;135;Munchlax;881;446;40;85;5;normal;;1050;4;0
['Steadfast', 'Inner Focus', 'Prankster'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;70;6400;70;285;75;40;1059860;7;40;Riolu;881;447;35;40;60;fighting;;202;4;0
['Steadfast', 'Inner Focus', 'Justified'];25;5;5;1;1;2;2;1;1;5;2;5;5;0;1;25;5;1;145;6400;70;625;45;88;1059860;12;70;Lucario;881;448;140;70;112;fighting;steel;540;4;0
['Sand Stream', 'Sand Force'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;72;7680;70;330;140;78;1250000;8;68;Hippopotas;50;449;38;42;32;ground;;495;4;0
['Sand Stream', 'Sand Force'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;112;7680;70;525;60;118;1250000;20;108;Hippowdon;50;450;68;72;47;ground;;3000;4;0
['Battle Armor', 'Sniper', 'Keen Eye'];5;1;1;1;5;25;2;2;1;25;1;1;1;5;2;2;1;1;50;5120;70;330;120;90;1250000;8;40;Skorupi;50;451;30;55;65;poison;bug;120;4;0
['Battle Armor', 'Sniper', 'Keen Eye'];1;5;1;1;1;1;1;1;5;5;2;1;1;5;0;1;1;1;90;5120;70;500;45;110;1250000;13;70;Drapion;50;452;60;75;95;poison;dark;615;4;0
['Anticipation', 'Dry Skin', 'Poison Touch'];25;5;1;1;1;5;1;2;1;5;2;1;1;5;4;5;1;1;61;2560;100;300;140;40;1000000;7;48;Croagunk;50;453;61;40;50;poison;fighting;230;4;0
['Anticipation', 'Dry Skin', 'Poison Touch'];25;5;1;1;1;5;1;2;1;5;2;1;1;5;4;5;1;1;106;5120;70;490;75;65;1000000;13;83;Toxicroak;50;454;86;65;85;poison;fighting;444;4;0
['Levitate'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;100;6400;70;454;200;72;1250000;14;74;Carnivine;50;455;90;72;46;grass;;270;4;0
['Swift Swim', 'Storm Drain', 'Water Veil'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;49;5120;70;330;190;56;600000;4;49;Finneon;50;456;49;61;66;water;;70;4;0
['Swift Swim', 'Storm Drain', 'Water Veil'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;69;5120;70;460;75;76;600000;12;69;Lumineon;50;457;69;86;91;water;;240;4;0
['Swift Swim', 'Water Absorb', 'Water Veil'];5;1;1;4;1;5;5;1;1;1;0;1;1;1;1;2;5;5;20;6400;70;345;25;50;1250000;10;45;Mantyke;50;458;60;120;50;water;flying;650;4;0
['Snow Warning', 'Soundproof'];2;1;1;5;1;2;4;2;1;5;5;1;1;2;1;2;2;5;62;5120;70;334;120;50;1250000;10;60;Snover;50;459;62;60;40;grass;ice;505;4;0
['Snow Warning', 'Soundproof'];2;1;1;5;1;2;4;2;1;5;5;1;1;2;1;2;2;5;132;5120;70;594;60;105;1250000;22;90;Abomasnow;50;460;132;105;30;grass;ice;1355;4;0
['Pressure', 'Pickpocket'];2;5;1;1;2;4;2;1;5;1;1;5;1;1;0;2;2;1;120;5120;35;510;45;65;1059860;11;70;Weavile;50;461;45;85;125;dark;ice;340;4;0
['Magnet Pull', 'Sturdy', 'Analytic'];5;1;5;5;5;2;2;25;1;5;4;5;5;0;5;5;25;1;70;5120;70;535;30;115;1000000;12;70;Magnezone;;462;130;90;60;electric;steel;1800;4;0
['Own Tempo', 'Oblivious', 'Cloud Nine'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;5120;70;515;30;95;1000000;17;110;Lickilicky;50;463;80;95;50;normal;;1400;4;0
['Lightningrod', 'Solid Rock', 'Reckless'];1;1;1;0;1;2;5;5;1;4;2;2;5;25;1;5;2;4;140;5120;70;535;30;130;1250000;24;115;Rhyperior;50;464;55;55;40;ground;rock;2828;4;0
['Chlorophyll', 'Leaf Guard', 'Regenerator'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;100;5120;70;535;30;125;1000000;20;100;Tangrowth;50;465;110;50;50;grass;;1286;4;0
['Motor Drive', 'Vital Spirit'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;123;6400;70;540;30;67;1000000;18;75;Electivire;754;466;95;85;95;electric;;1386;4;0
['Flame Body', 'Vital Spirit'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;95;6400;70;540;30;67;1000000;16;75;Magmortar;754;467;125;95;83;fire;;680;4;0
['Hustle', 'Serene Grace', 'Super Luck'];25;5;0;2;1;25;1;1;1;5;0;2;1;2;1;2;2;1;50;2560;70;545;30;95;800000;15;85;Togekiss;881;468;120;115;80;fairy;flying;380;4;0
['Speed Boost', 'Tinted Lens', 'Frisk'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;76;5120;70;515;30;86;1000000;19;86;Yanmega;50;469;116;56;95;bug;flying;515;4;0
['Leaf Guard', 'Chlorophyll'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;110;8960;35;525;45;130;1000000;10;65;Leafeon;881;470;60;65;95;grass;;255;4;0
['Snow Cloak', 'Ice Body'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;60;8960;35;525;45;110;1000000;8;65;Glaceon;881;471;130;95;65;ice;;259;4;0
['Hyper Cutter', 'Sand Veil', 'Poison Heal'];5;1;1;0;1;5;1;1;1;1;0;4;1;5;1;1;1;2;95;5120;70;510;30;125;1059860;20;75;Gliscor;50;472;45;75;95;ground;flying;425;4;0
['Oblivious', 'Snow Cloak', 'Thick Fat'];1;1;1;0;1;2;2;1;1;2;1;1;1;5;1;1;2;2;130;5120;70;530;50;80;1250000;25;110;Mamoswine;50;473;70;60;80;ice;ground;2910;4;0
['Adaptability', 'Download', 'Analytic'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;535;30;70;1000000;9;85;Porygon-Z;;474;135;75;90;normal;;340;4;0
['Steadfast', 'Justified'];1;1;1;1;2;5;1;2;2;1;1;1;1;1;1;5;1;1;165;5120;35;618;45;95;1250000;16;68;Gallade;100;475;65;115;110;psychic;fighting;520;4;0
['Sturdy', 'Magnet Pull', 'Sand Force'];5;1;5;1;5;4;1;25;1;1;4;5;25;0;5;5;1;2;55;5120;70;525;60;145;1000000;14;60;Probopass;50;476;75;150;40;rock;steel;3400;4;0
['Pressure', 'Frisk'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;100;6400;35;525;45;135;800000;22;45;Dusknoir;50;477;65;135;45;ghost;;1066;4;0
['Snow Cloak', 'Cursed Body'];5;2;1;1;1;0;2;1;2;1;1;5;0;5;1;2;2;1;80;5120;70;480;75;70;1000000;13;70;Froslass;0;478;80;70;110;ice;ghost;266;4;0
['Levitate'];5;2;1;5;1;0;1;5;2;1;2;1;0;5;1;1;5;1;65;5120;70;520;45;107;1000000;3;50;Rotom;;479;105;107;86;electric;ghost;3;4;0
['Levitate'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;75;20480;140;580;3;130;1250000;3;75;Uxie;;480;75;130;95;psychic;;3;4;1
['Levitate'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;105;20480;140;580;3;105;1250000;3;80;Mesprit;;481;105;105;80;psychic;;3;4;1
['Levitate'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;125;20480;140;580;3;70;1250000;3;75;Azelf;;482;125;70;115;psychic;;3;4;1
['Pressure', 'Telepathy'];5;1;1;5;1;2;1;5;1;25;2;1;5;0;5;5;5;5;120;30720;0;680;3;120;1250000;54;100;Dialga;;483;150;100;90;steel;dragon;6830;4;1
['Pressure', 'Telepathy'];1;1;2;1;2;1;25;1;1;1;1;1;1;1;1;1;5;25;120;30720;0;680;3;100;1250000;42;90;Palkia;;484;150;120;100;water;dragon;3360;4;1
['Flash Fire', 'Flame Body'];25;1;5;1;25;2;1;5;1;25;4;25;5;0;5;1;25;2;90;2560;100;600;3;106;1250000;17;91;Heatran;50;485;130;106;77;fire;steel;4300;4;1
['Slow Start'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;160;30720;0;670;3;110;1250000;37;110;Regigigas;;486;80;110;100;normal;;4200;4;1
['Pressure', 'Telepathy', 'Levitate'];5;2;2;5;2;0;5;1;2;5;1;2;0;5;1;1;1;5;120;30720;0;680;3;100;1250000;45;150;Giratina;;487;120;100;90;ghost;dragon;7500;4;1
['Levitate'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;70;30720;100;600;3;120;1250000;15;120;Cresselia;0;488;75;130;85;psychic;;856;4;1
['Hydration'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;80;10240;70;480;30;80;1250000;4;80;Phione;;489;80;80;80;water;;31;4;0
['Hydration'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;100;2560;70;600;3;100;1250000;3;100;Manaphy;;490;100;100;100;water;;14;4;1
['Bad Dreams'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;90;30720;0;600;3;90;1250000;15;70;Darkrai;;491;135;90;125;dark;;505;4;1
['Natural Cure', 'Serene Grace'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;103;30720;100;600;45;75;1059860;2;100;Shaymin;;492;120;75;127;grass;grass;21;4;1
['Multitype'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;120;30720;0;720;3;120;1250000;32;120;Arceus;;493;120;120;120;normal;;3200;4;1
['Victory Star'];1;2;1;1;5;5;5;1;2;5;2;5;1;1;5;2;5;2;100;30720;100;600;3;100;1250000;4;100;Victini;;494;100;100;100;psychic;fire;40;5;1
['Overgrow', 'Contrary'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;45;5120;70;308;45;55;1059860;6;45;Snivy;881;495;45;55;63;grass;;81;5;0
['Overgrow', 'Contrary'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;60;5120;70;413;45;75;1059860;8;60;Servine;881;496;60;75;83;grass;;160;5;0
['Overgrow', 'Contrary'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;75;5120;70;528;45;95;1059860;33;75;Serperior;881;497;75;95;113;grass;;630;5;0
['Blaze', 'Thick Fat'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;63;5120;70;308;45;45;1059860;5;65;Tepig;881;498;45;45;45;fire;;99;5;0
['Blaze', 'Thick Fat'];25;5;1;1;1;1;5;2;1;5;2;5;1;1;2;1;5;2;93;5120;70;418;45;55;1059860;10;90;Pignite;881;499;70;55;55;fire;fighting;555;5;0
['Blaze', 'Reckless'];25;5;1;1;1;1;5;2;1;5;2;5;1;1;2;1;5;2;123;5120;70;528;45;65;1059860;16;110;Emboar;881;500;100;65;65;fire;fighting;1500;5;0
['Torrent', 'Shell Armor'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;55;5120;70;308;45;45;1059860;5;55;Oshawott;881;501;63;45;45;water;;59;5;0
['Torrent', 'Shell Armor'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;75;5120;70;413;45;60;1059860;8;75;Dewott;881;502;83;60;60;water;;245;5;0
['Torrent', 'Shell Armor'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;100;5120;70;528;45;85;1059860;15;95;Samurott;881;503;108;70;70;water;;946;5;0
['Run Away', 'Keen Eye', 'Analytic'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;3840;70;255;255;39;1000000;5;45;Patrat;50;504;35;39;42;normal;;116;5;0
['Illuminate', 'Keen Eye', 'Analytic'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;5120;70;420;255;69;1000000;11;60;Watchog;50;505;60;69;77;normal;;270;5;0
['Vital Spirit', 'Pickup', 'Run Away'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;275;255;45;1059860;4;45;Lillipup;50;506;25;45;55;normal;;41;5;0
['Intimidate', 'Sand Rush', 'Scrappy'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;3840;70;370;120;65;1059860;9;65;Herdier;50;507;35;65;60;normal;;147;5;0
['Intimidate', 'Sand Rush', 'Scrappy'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;3840;70;500;45;90;1059860;12;85;Stoutland;50;508;45;90;80;normal;;610;5;0
['Limber', 'Unburden', 'Prankster'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;50;5120;70;281;255;37;1000000;4;41;Purrloin;50;509;50;37;66;dark;;101;5;0
['Limber', 'Unburden', 'Prankster'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;88;5120;70;446;90;50;1000000;11;64;Liepard;50;510;88;50;106;dark;;375;5;0
['Gluttony', 'Overgrow'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;53;5120;70;316;190;48;1000000;6;50;Pansage;881;511;53;48;64;grass;;105;5;0
['Gluttony', 'Overgrow'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;98;5120;70;498;75;63;1000000;11;75;Simisage;881;512;98;63;101;grass;;305;5;0
['Gluttony', 'Blaze'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;53;5120;70;316;190;48;1000000;6;50;Pansear;881;513;53;48;64;fire;;110;5;0
['Gluttony', 'Blaze'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;98;5120;70;498;75;63;1000000;10;75;Simisear;881;514;98;63;101;fire;;280;5;0
['Gluttony', 'Torrent'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;53;5120;70;316;190;48;1000000;6;50;Panpour;881;515;53;48;64;water;;135;5;0
['Gluttony', 'Torrent'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;98;5120;70;498;75;63;1000000;10;75;Simipour;881;516;98;63;101;water;;290;5;0
['Forewarn', 'Synchronize', 'Telepathy'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;25;2560;70;292;190;45;800000;6;76;Munna;50;517;67;55;24;psychic;;233;5;0
['Forewarn', 'Synchronize', 'Telepathy'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;55;2560;70;487;75;85;800000;11;116;Musharna;50;518;107;95;29;psychic;;605;5;0
['Big Pecks', 'Super Luck', 'Rivalry'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;55;3840;70;264;255;50;1059860;3;50;Pidove;50;519;36;30;43;normal;flying;21;5;0
['Big Pecks', 'Super Luck', 'Rivalry'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;77;3840;70;358;120;62;1059860;6;62;Tranquill;50;520;50;42;65;normal;flying;150;5;0
['Big Pecks', 'Super Luck', 'Rivalry'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;115;3840;70;488;45;80;1059860;12;80;Unfezant;50;521;65;55;93;normal;flying;290;5;0
['Lightningrod', 'Motor Drive', 'Sap Sipper'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;60;5120;70;295;190;32;1000000;8;45;Blitzle;50;522;50;32;76;electric;;298;5;0
['Lightningrod', 'Motor Drive', 'Sap Sipper'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;100;5120;70;497;75;63;1000000;16;75;Zebstrika;50;523;80;63;116;electric;;795;5;0
['Sturdy', 'Weak Armor', 'Sand Force'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;75;3840;70;280;255;85;1059860;4;55;Roggenrola;50;524;25;25;15;rock;;180;5;0
['Sturdy', 'Weak Armor', 'Sand Force'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;105;3840;70;390;120;105;1059860;9;70;Boldore;50;525;50;40;20;rock;;1020;5;0
['Sturdy', 'Sand Stream', 'Sand Force'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;135;3840;70;515;45;130;1059860;17;85;Gigalith;50;526;60;80;25;rock;;2600;5;0
