id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
881;arctozolt;Fossil Pokémon;ordinary;generation-viii;;;;final;23;1500;nothing;electric;ice;90;100;90;90;80;55;volt-absorb static slush-rush;The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
882;dracovish;Fossil Pokémon;ordinary;generation-viii;;;;final;23;2150;nothing;water;dragon;90;90;100;70;80;75;water-absorb strong-jaw sand-rush;Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
883;arctovish;Fossil Pokémon;ordinary;generation-viii;;;;final;20;1750;nothing;water;ice;90;90;100;80;90;55;water-absorb ice-body slush-rush;Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.
884;duraludon;Alloy Pokémon;ordinary;generation-viii;;;;one;18;400;nothing;steel;dragon;70;95;115;120;50;85;light-metal heavy-metal stalwart;Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.
884;duraludon;Alloy Pokémon;ordinary;generation-viii;;;TRUE;one;18;100000;nothing;steel;dragon;70;95;115;120;50;85;light-metal heavy-metal stalwart;Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.
885;dreepy;Lingering Pokémon;ordinary;generation-viii;;;;one;5;20;nothing;dragon;ghost;28;60;30;40;30;82;clear-body infiltrator cursed-body;After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.
886;drakloak;Caretaker Pokémon;ordinary;generation-viii;;;;two;14;110;dreepy;dragon;ghost;68;80;50;60;50;102;clear-body infiltrator cursed-body;It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.
887;dragapult;Stealth Pokémon;ordinary;generation-viii;;;;final;30;500;drakloak;dragon;ghost;88;120;75;100;75;142;clear-body infiltrator cursed-body;When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.
888;zacian;Warrior Pokémon;legendary;generation-viii;;hero-of-many-battles;;final;28;1100;nothing;fairy;none;92;130;115;80;115;138;intrepid-sword;Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle. This Pokémon has slumbered for many years. Some say it's Zamazenta's elder sister—others say the two Pokémon are rivals.
888;zacian;Warrior Pokémon;legendary;generation-viii;;crowned-sword;;final;28;1100;nothing;fairy;steel;92;170;115;80;115;148;intrepid-sword;Now armed with a weapon it used in ancient times, this Pokémon needs only a single strike to fell even Gigantamax Pokémon. Able to cut down anything with a single strike, it became known as the Fairy King's Sword, and it inspired awe in friend and foe alike.
889;zamazenta;Warrior Pokémon;legendary;generation-viii;;hero-of-many-battles;;final;29;2100;nothing;fighting;none;92;130;115;80;115;138;dauntless-shield;In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle. This Pokémon slept for aeons while in the form of a statue. It was asleep for so long, people forgot that it ever existed.
889;zamazenta;Warrior Pokémon;legendary;generation-viii;;crowned-sword;;final;29;2100;nothing;fighting;steel;92;130;145;80;145;128;dauntless-shield;Its ability to deflect any attack led to it being known as the Fighting Master's Shield. It was feared and respected by all. Now that it's equipped with its shield, it can shrug off impressive blows, including the attacks of Dynamax Pokémon.
890;eternatus;Gigantic Pokémon;legendary;generation-viii;;;;final;200;9500;nothing;poison;dragon;140;85;95;145;95;130;pressure;The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
891;kubfu;Wushu Pokémon;legendary;generation-viii;;;;final;6;120;nothing;fighting;none;60;90;60;53;50;72;inner-focus;Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
892;urshifu;Wushu Pokémon;legendary;generation-viii;;rapid-strike-style;TRUE;final;19;100000;kubfu;fighting;water;100;130;100;63;60;97;unseen-fist;As it waits for the right moment to unleash its Gigantamax power, this Pokémon maintains a perfect one-legged stance. It won't even twitch. All it takes is a glare from this Pokémon to take the lives of those with evil in their hearts—or so they say.
892;urshifu;Wushu Pokémon;legendary;generation-viii;;rapid-strike-style;;final;19;1050;kubfu;fighting;water;100;130;100;63;60;97;unseen-fist;It's believed that this Pokémon modeled its fighting style on the flow of a river—sometimes rapid, sometimes calm. This form of Urshifu is a strong believer in defeating foes by raining many blows down on them. Its strikes are nonstop, flowing like a river.
892;urshifu;Wushu Pokémon;legendary;generation-viii;;single-strike-style;TRUE;final;19;100000;kubfu;fighting;dark;100;130;100;63;60;97;unseen-fist;People call it the embodiment of rage. It's said that this Pokémon's terrifying expression and shout will rid the world of malevolence. The energy released by this Pokémon's fists forms shock waves that can blow away Dynamax Pokémon in just one hit.
892;urshifu;Wushu Pokémon;legendary;generation-viii;;single-strike-style;;final;19;1050;kubfu;fighting;dark;100;130;100;63;60;97;unseen-fist;This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist. Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves.
893;zarude;Rogue Monkey Pokémon;mythical;generation-viii;;;;final;18;700;nothing;dark;grass;105;120;105;70;95;105;leaf-guard;Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.
894;regieleki;Electron Pokémon;legendary;generation-viii;;;;final;12;1450;nothing;electric;none;80;100;50;100;50;200;transistor;This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
895;regidrago;Dragon Orb Pokémon;legendary;generation-viii;;;;final;21;2000;nothing;dragon;none;200;100;50;100;50;80;dragons-maw;An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
896;glastrier;Wild Horse Pokémon;legendary;generation-viii;;;;final;22;8000;nothing;ice;none;100;145;130;65;110;30;chilling-neigh;Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.
897;spectrier;Swift Horse Pokémon;legendary;generation-viii;;;;final;20;445;nothing;ghost;none;100;65;60;145;80;130;grim-neigh;It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
898;calyrex;High King Pokémon;legendary;generation-viii;;ice-rider;;final;24;8901;nothing;psychic;ice;100;165;150;85;130;50;as-one-unnerve-chilling-neigh;According to lore, this Pokémon showed no mercy to those who got in its way, yet it would heal its opponents’ wounds after battle. It’s said that this Pokémon once moved a large forest—and all the Pokémon living there—to a new location overnight.
898;calyrex;King Pokémon;legendary;generation-viii;;;;final;11;77;nothing;psychic;grass;100;80;80;80;80;80;unnerve;Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore. Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.
898;calyrex;High King Pokémon;legendary;generation-viii;;shadow-rider;;final;24;536;nothing;psychic;ghost;100;85;80;165;160;150;as-one-unnerve-grim-neigh;It’s said that Calyrex and a Pokémon that had bonded with it ran all across the Galar region to bring green to the wastelands. Legend says that by using its power to see all events from past to future, this Pokémon saved the creatures of a forest from a meteorite strike.
899;wyrdeer;Big Horn Pokémon;ordinary;generation-viii;;;;final;18;951;stantler;normal;psychic;103;105;72;105;75;65;intimidate frisk sap-sipper;The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.
900;kleavor;Axe Pokémon;ordinary;generation-viii;;;;final;18;890;scyther;bug;rock;70;135;95;45;70;85;swarm sheer-force sharpness;A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.
901;ursaluna;Peat Pokémon;ordinary;generation-viii;;;;final;24;2900;ursaring;ground;normal;130;140;105;45;80;50;guts bulletproof unnerve;I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
901;ursaluna;Peat Pokémon;ordinary;generation-viii;;bloodmoon;;final;27;3330;ursaring;ground;normal;113;70;120;135;65;52;minds-eye;I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will. Ursaluna's form is based on where it was obtained. If caught in Kitakami, it will be in its Bloodmoon Form. Bloodmoon Ursaluna can't evolve from Ursaring.
902;basculegion;Big Fish Pokémon;ordinary;generation-viii;;;;final;30;1100;basculin;water;ghost;120;112;65;80;75;78;swift-swim adaptability mold-breaker;Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
903;sneasler;Free Climb Pokémon;ordinary;generation-viii;;;;final;13;430;sneasel;fighting;poison;80;130;60;40;80;120;pressure unburden poison-touch;Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.
904;overqwil;Pin Cluster Pokémon;ordinary;generation-viii;;;;final;25;605;qwilfish;dark;poison;85;115;95;65;65;85;poison-point swift-swim intimidate;Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.
905;enamorus;Love-Hate Pokémon;legendary;generation-viii;;therian-form;;final;16;480;nothing;fairy;flying;50;115;110;135;100;46;overcoat;A different guise from its feminine humanoid form. From the clouds, it descends upon those who treat any form of life with disrespect and metes out wrathful, ruthless punishment.
905;enamorus;Love-Hate Pokémon;legendary;generation-viii;;incarnate-form;;final;16;480;nothing;fairy;flying;74;115;70;135;80;106;cute-charm contrary;When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.
906;sprigatito;Grass Cat Pokémon;ordinary;generation-ix;;;;one;4;41;nothing;grass;none;40;61;54;45;45;65;overgrow protean;Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
907;floragato;Grass Cat Pokémon;ordinary;generation-ix;;;;two;9;122;sprigatito;grass;none;61;80;63;60;63;83;overgrow protean;Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.
908;meowscarada;Magician Pokémon;ordinary;generation-ix;;;;final;15;312;floragato;grass;dark;76;110;70;81;70;123;overgrow protean;This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.
909;fuecoco;Fire Croc Pokémon;ordinary;generation-ix;;;;one;4;98;nothing;fire;none;67;45;59;63;40;36;blaze unaware;It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
910;crocalor;Fire Croc Pokémon;ordinary;generation-ix;;;;two;10;307;fuecoco;fire;none;81;55;78;90;58;49;blaze unaware;The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
911;skeledirge;Singer Pokémon;ordinary;generation-ix;;;;final;16;3265;crocalor;fire;ghost;104;75;100;110;75;66;blaze unaware;The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.
912;quaxly;Duckling Pokémon;ordinary;generation-ix;;;;one;5;61;nothing;water;none;55;65;45;50;45;50;torrent moxie;"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."""
913;quaxwell;Practicing Pokémon;ordinary;generation-ix;;;;two;12;215;quaxly;water;none;70;85;65;65;60;65;torrent moxie;These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.
914;quaquaval;Dancer Pokémon;ordinary;generation-ix;;;;final;18;619;quaxwell;water;fighting;85;120;80;85;75;85;torrent moxie;A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.
915;lechonk;Hog Pokémon;ordinary;generation-ix;;;;one;5;102;nothing;normal;none;54;45;40;35;45;35;aroma-veil gluttony thick-fat;It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
916;oinkologne;Hog Pokémon;ordinary;generation-ix;;;;final;10;1200;lechonk;normal;none;110;100;75;59;80;65;lingering-aroma gluttony thick-fat;Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.
917;tarountula;String Ball Pokémon;ordinary;generation-ix;;;;one;3;40;nothing;bug;none;35;41;45;29;40;20;insomnia stakeout;The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.
918;spidops;Trap Pokémon;ordinary;generation-ix;;;;final;10;165;tarountula;bug;none;60;79;92;52;86;35;insomnia stakeout;It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
919;nymble;Grasshopper Pokémon;ordinary;generation-ix;;;;one;2;10;nothing;bug;none;33;46;40;21;25;45;swarm tinted-lens;It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.
920;lokix;Grasshopper Pokémon;ordinary;generation-ix;;;;final;10;175;nymble;bug;dark;71;102;78;52;55;92;swarm tinted-lens;When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.
921;pawmi;Mouse Pokémon;ordinary;generation-ix;;;;one;3;25;nothing;electric;none;45;50;20;40;25;60;static natural-cure iron-fist;It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
922;pawmo;Mouse Pokémon;ordinary;generation-ix;;;;two;4;65;pawmi;electric;fighting;60;75;40;50;40;85;volt-absorb natural-cure iron-fist;When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.
923;pawmot;Hands-On Pokémon;ordinary;generation-ix;;;;final;9;410;pawmo;electric;fighting;70;115;70;70;60;105;volt-absorb natural-cure iron-fist;This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.
924;tandemaus;Couple Pokémon;ordinary;generation-ix;;;;one;3;18;nothing;normal;none;50;50;45;40;45;75;run-away pickup own-tempo;Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.
925;maushold;Family Pokémon;ordinary;generation-ix;;;;final;3;23;tandemaus;normal;none;74;75;70;65;75;111;friend-guard cheek-pouch technician;The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.
926;fidough;Puppy Pokémon;ordinary;generation-ix;;;;one;3;109;nothing;fairy;none;37;55;70;30;55;65;own-tempo klutz;This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
927;dachsbun;Dog Pokémon;ordinary;generation-ix;;;;final;5;149;fidough;fairy;none;57;80;115;50;80;95;well-baked-body aroma-veil;The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.
928;smoliv;Olive Pokémon;ordinary;generation-ix;;;;one;3;65;nothing;grass;normal;41;35;45;58;51;30;early-bird harvest;It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.
929;dolliv;Olive Pokémon;ordinary;generation-ix;;;;two;6;119;smoliv;grass;normal;52;53;60;78;78;33;early-bird harvest;Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.
930;arboliva;Olive Pokémon;ordinary;generation-ix;;;;final;14;482;dolliv;grass;normal;78;69;90;125;109;39;seed-sower harvest;This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.
931;squawkabilly;Parrot Pokémon;ordinary;generation-ix;;;;final;6;24;nothing;normal;flying;82;96;51;45;51;92;intimidate hustle guts;These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.
932;nacli;Rock Salt Pokémon;ordinary;generation-ix;;;;one;4;160;nothing;rock;none;55;55;75;35;35;25;purifying-salt sturdy clear-body;It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.
933;naclstack;Rock Salt Pokémon;ordinary;generation-ix;;;;two;6;1050;nacli;rock;none;60;60;100;35;65;35;purifying-salt sturdy clear-body;This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
934;garganacl;Rock Salt Pokémon;ordinary;generation-ix;;;;final;23;2400;naclstack;rock;none;100;100;130;45;90;35;purifying-salt sturdy clear-body;Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
935;charcadet;Fire Child Pokémon;ordinary;generation-ix;;;;one;6;105;nothing;fire;none;40;50;40;50;40;35;flash-fire flame-body;Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.
936;armarouge;Fire Warrior Pokémon;ordinary;generation-ix;;;;final;15;850;charcadet;fire;psychic;85;60;100;125;80;75;flash-fire weak-armor;Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.
937;ceruledge;Fire Blades Pokémon;ordinary;generation-ix;;;;final;16;620;charcadet;fire;ghost;75;125;80;60;100;85;flash-fire weak-armor;The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.
938;tadbulb;EleTadpole Pokémon;ordinary;generation-ix;;;;one;3;4;nothing;electric;none;61;31;41;59;35;45;own-tempo static damp;Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.
939;bellibolt;EleFrog Pokémon;ordinary;generation-ix;;;;final;12;1130;tadbulb;electric;none;109;64;91;103;83;45;electromorphosis static damp;When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.
940;wattrel;Storm Petrel Pokémon;ordinary;generation-ix;;;;one;4;36;nothing;electric;flying;40;40;35;55;40;70;wind-power volt-absorb competitive;When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.
941;kilowattrel;Frigatebird Pokémon;ordinary;generation-ix;;;;final;14;386;wattrel;electric;flying;70;70;60;105;60;125;wind-power volt-absorb competitive;Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.
942;maschiff;Boss Pokémon;ordinary;generation-ix;;;;one;5;160;nothing;dark;none;60;78;60;40;51;51;intimidate run-away stakeout;It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.
943;mabosstiff;Boss Pokémon;ordinary;generation-ix;;;;final;11;610;maschiff;dark;none;80;120;90;60;70;85;intimidate guard-dog stakeout;This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
944;shroodle;Toxic Mouse Pokémon;ordinary;generation-ix;;;;one;2;7;nothing;poison;normal;40;65;35;40;35;75;unburden pickpocket prankster;Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.
945;grafaiai;Toxic Monkey Pokémon;ordinary;generation-ix;;;;final;7;272;shroodle;poison;normal;63;95;65;80;72;110;unburden poison-touch prankster;The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.
946;bramblin;Tumbleweed Pokémon;ordinary;generation-ix;;;;one;6;6;nothing;grass;ghost;40;65;30;45;35;60;wind-rider infiltrator;A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.
947;brambleghast;Tumbleweed Pokémon;ordinary;generation-ix;;;;final;12;60;bramblin;grass;ghost;55;115;70;80;70;90;wind-rider infiltrator;It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.
948;toedscool;Woodear Pokémon;ordinary;generation-ix;;;;one;9;330;nothing;ground;grass;40;40;35;50;100;70;mycelium-might mycelium-might;Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.
949;toedscruel;Woodear Pokémon;ordinary;generation-ix;;;;final;19;580;toedscool;ground;grass;80;70;65;80;120;100;mycelium-might mycelium-might;These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.
950;klawf;Ambush Pokémon;ordinary;generation-ix;;;;final;13;790;nothing;rock;none;70;100;115;35;55;75;anger-shell shell-armor regenerator;Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.
951;capsakid;Spicy Pepper Pokémon;ordinary;generation-ix;;;;one;3;30;nothing;grass;none;50;62;40;62;40;50;chlorophyll insomnia klutz;The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.
952;scovillain;Spicy Pepper Pokémon;ordinary;generation-ix;;;;final;9;150;capsakid;grass;fire;65;108;65;108;65;75;chlorophyll insomnia moody;The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.
953;rellor;Rolling Pokémon;ordinary;generation-ix;;;;one;2;10;nothing;bug;none;41;50;60;31;58;30;compound-eyes shed-skin;This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
954;rabsca;Rolling Pokémon;ordinary;generation-ix;;;;final;3;35;rellor;bug;psychic;75;50;85;115;100;45;synchronize telepathy;The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.
955;flittle;Frill Pokémon;ordinary;generation-ix;;;;one;2;15;nothing;psychic;none;30;35;30;55;30;75;anticipation frisk speed-boost;Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
956;espathra;Ostrich Pokémon;ordinary;generation-ix;;;;final;19;900;flittle;psychic;none;95;60;60;101;60;105;opportunist frisk speed-boost;It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.
957;tinkatink;Metalsmith Pokémon;ordinary;generation-ix;;;;one;4;89;nothing;fairy;steel;50;45;45;35;64;58;mold-breaker own-tempo pickpocket;It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.
958;tinkatuff;Hammer Pokémon;ordinary;generation-ix;;;;two;7;591;tinkatink;fairy;steel;65;55;55;45;82;78;mold-breaker own-tempo pickpocket;This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.
959;tinkaton;Hammer Pokémon;ordinary;generation-ix;;;;final;7;1128;tinkatuff;fairy;steel;85;75;77;70;105;94;mold-breaker own-tempo pickpocket;This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.
960;wiglett;Garden Eel Pokémon;ordinary;generation-ix;;;;one;12;18;nothing;water;none;10;55;25;35;25;95;gooey rattled sand-veil;This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
961;wugtrio;Garden Eel Pokémon;ordinary;generation-ix;;;;final;12;54;wiglett;water;none;35;100;50;50;70;120;gooey rattled sand-veil;It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.
962;bombirdier;Item Drop Pokémon;ordinary;generation-ix;;;;final;15;429;nothing;flying;dark;70;103;85;60;85;82;big-pecks keen-eye rocky-payload;It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun.
963;finizen;Dolphin Pokémon;ordinary;generation-ix;;;;one;13;602;nothing;water;none;70;45;40;45;40;75;water-veil water-veil;It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
964;palafin;Dolphin Pokémon;ordinary;generation-ix;;zero-form;;final;13;602;finizen;water;none;100;70;72;53;62;100;zero-to-hero ;This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation. Its physical capabilities are no different than a Finizen's, but when its allies are in danger, it transforms and powers itself up.
964;palafin;Dolphin Pokémon;ordinary;generation-ix;;hero-form;;final;18;974;finizen;water;none;100;160;97;106;87;100;zero-to-hero;This Pokémon's ancient genes have awakened. It is now so extraordinarily strong that it can easily lift a cruise ship with one fin. This hero of the ocean swims at a speed of 50 knots and saves drowning people and Pokémon.
965;varoom;Single-Cyl Pokémon;ordinary;generation-ix;;;;one;10;350;nothing;steel;poison;45;70;63;30;45;47;overcoat slow-start;It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.
966;revavroom;Multi-Cyl Pokémon;ordinary;generation-ix;;;;final;18;1200;varoom;steel;poison;80;119;90;54;67;90;overcoat filter;It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.
967;cyclizar;Mount Pokémon;ordinary;generation-ix;;;;final;16;630;nothing;dragon;normal;70;95;65;85;65;121;shed-skin regenerator;Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.
968;orthworm;Earthworm Pokémon;ordinary;generation-ix;;;;final;25;3100;nothing;steel;none;70;85;145;60;55;65;earth-eater sand-veil;When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches.
969;glimmet;Ore Pokémon;ordinary;generation-ix;;;;one;7;80;nothing;rock;poison;48;35;42;105;60;60;toxic-debris corrosion;It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.
970;glimmora;Ore Pokémon;ordinary;generation-ix;;;;two;15;450;glimmet;rock;poison;83;55;90;130;81;86;toxic-debris corrosion;When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body.
971;greavard;Ghost Dog Pokémon;ordinary;generation-ix;;;;one;6;350;nothing;ghost;none;50;61;60;30;55;34;pickup fluffy;It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
972;houndstone;Ghost Dog Pokémon;ordinary;generation-ix;;;;final;20;150;greavard;ghost;none;72;101;100;50;97;68;sand-rush fluffy;Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master.
973;flamigo;Synchronize Pokémon;ordinary;generation-ix;;;;final;16;370;nothing;flying;fighting;82;115;74;75;64;90;scrappy tangled-feet costar;This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.
974;cetoddle;Terra Whale Pokémon;ordinary;generation-ix;;;;one;12;450;nothing;ice;none;108;68;45;30;40;43;thick-fat snow-cloak sheer-force;This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
975;cetitan;Terra Whale Pokémon;ordinary;generation-ix;;;;final;45;7000;cetoddle;ice;none;170;113;65;45;55;73;thick-fat slush-rush sheer-force;This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin.
976;veluza;Jettison Pokémon;ordinary;generation-ix;;;;final;25;900;nothing;water;psychic;90;102;73;78;65;70;mold-breaker sharpness;When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor.
977;dondozo;Big Catfish Pokémon;ordinary;generation-ix;;;;final;120;2200;nothing;water;none;150;100;115;65;65;35;unaware oblivious water-veil;This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.
978;tatsugiri;Mimicry Pokémon;ordinary;generation-ix;;;;final;3;80;nothing;dragon;water;68;50;60;120;95;82;commander storm-drain;This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.
979;annihilape;Rage Monkey Pokémon;ordinary;generation-ix;;;;final;12;560;primeape;fighting;ghost;110;115;80;50;90;90;vital-spirit inner-focus defiant;When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body.
980;clodsire;Spiny Fish Pokémon;ordinary;generation-ix;;;;final;18;2230;wooper;poison;ground;130;75;60;45;100;20;poison-point water-absorb unaware;When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line.
981;farigiraf;Long Neck Pokémon;ordinary;generation-ix;;;;final;32;1600;girafarig;normal;psychic;120;90;70;110;70;60;cud-chew armor-tail sap-sipper;Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s.
